libraries loaded!
config file loaded!
app.training_policy=results/simpleds-policy.json
app.training_output=results/simpleds-output.txt
app.test_policy=results/simpleds-policy.json
configurations defined!
brain created!
Connected to server!
Initialised agent!
Running in training mode!
[steps avg.reward epsilon avg.actions dialogues time.hrs]
49000 0.5312 0.5105 7.00 49000 0.1516
49100 0.5454 0.5095 7.00 49100 0.1519
49200 0.5319 0.5085 7.00 49200 0.1522
49300 0.5220 0.5075 7.00 49300 0.1525
49400 0.5066 0.5065 7.00 49400 0.1529
49500 0.5528 0.5055 7.00 49500 0.1532
49600 0.5783 0.5045 7.00 49600 0.1535
49700 0.5885 0.5035 7.00 49700 0.1538
49800 0.6073 0.5025 7.00 49800 0.1541
49900 0.5915 0.5015 7.00 49900 0.1544
50000 0.6018 0.5005 7.00 50000 0.1547
Saved output ../../results/simpleds-output.txt
Saved policy ../../results/simpleds-policy.json
50100 0.6016 0.4995 7.00 50100 0.1550
50200 0.6323 0.4985 7.00 50200 0.1553
50300 0.6460 0.4975 7.00 50300 0.1556
50400 0.6435 0.4965 7.00 50400 0.1560
50500 0.6117 0.4955 7.00 50500 0.1563
50600 0.6485 0.4945 7.00 50600 0.1566
50700 0.6816 0.4935 7.00 50700 0.1569
50800 0.6667 0.4925 7.00 50800 0.1572
50900 0.6573 0.4915 7.00 50900 0.1575
51000 0.6776 0.4905 7.00 51000 0.1578
51100 0.6722 0.4895 7.00 51100 0.1581
51200 0.6355 0.4885 7.00 51200 0.1584
51300 0.6168 0.4875 7.00 51300 0.1588
51400 0.6283 0.4865 7.00 51400 0.1591
51500 0.6290 0.4855 7.00 51500 0.1594
51600 0.6005 0.4845 7.00 51600 0.1597
51700 0.5915 0.4835 7.00 51700 0.1600
51800 0.6090 0.4825 7.00 51800 0.1603
51900 0.6030 0.4815 7.00 51900 0.1606
52000 0.5856 0.4805 7.00 52000 0.1609
52100 0.6048 0.4795 7.00 52100 0.1612
52200 0.6183 0.4785 7.00 52200 0.1616
52300 0.6586 0.4775 7.00 52300 0.1619
52400 0.6490 0.4765 7.00 52400 0.1622
52500 0.6508 0.4755 7.00 52500 0.1625
Saved output ../../results/simpleds-output.txt
Saved policy ../../results/simpleds-policy.json
52600 0.6638 0.4745 7.00 52600 0.1628
52700 0.6635 0.4735 7.00 52700 0.1631
52800 0.6415 0.4725 7.00 52800 0.1634
52900 0.6654 0.4715 7.00 52900 0.1637
53000 0.6712 0.4705 7.00 53000 0.1641
53100 0.6658 0.4695 7.00 53100 0.1644
53200 0.6811 0.4685 7.00 53200 0.1647
53300 0.6630 0.4675 7.00 53300 0.1650
53400 0.6444 0.4665 7.00 53400 0.1653
53500 0.6375 0.4655 7.00 53500 0.1656
53600 0.6087 0.4645 7.00 53600 0.1659
53700 0.5924 0.4635 7.00 53700 0.1662
53800 0.6180 0.4625 7.00 53800 0.1665
53900 0.6124 0.4615 7.00 53900 0.1669
54000 0.6043 0.4605 7.00 54000 0.1672
54100 0.6108 0.4595 7.00 54100 0.1675
54200 0.6232 0.4585 7.00 54200 0.1678
54300 0.6199 0.4575 7.00 54300 0.1681
54400 0.6446 0.4565 7.00 54400 0.1684
54500 0.6520 0.4555 7.00 54500 0.1687
54600 0.6634 0.4545 7.00 54600 0.1690
54700 0.6740 0.4535 7.00 54700 0.1693
54800 0.6481 0.4525 7.00 54800 0.1696
54900 0.6458 0.4515 7.00 54900 0.1700
55000 0.6700 0.4505 7.00 55000 0.1703
Saved output ../../results/simpleds-output.txt
Saved policy ../../results/simpleds-policy.json
55100 0.6558 0.4495 7.00 55100 0.1706
55200 0.6449 0.4485 7.00 55200 0.1709
55300 0.6695 0.4475 7.00 55300 0.1712
55400 0.6834 0.4465 7.00 55400 0.1715
55500 0.6548 0.4455 7.00 55500 0.1718
55600 0.6505 0.4445 7.00 55600 0.1721
55700 0.6472 0.4435 7.00 55700 0.1724
55800 0.6680 0.4425 7.00 55800 0.1727
55900 0.6659 0.4415 7.00 55900 0.1730
56000 0.6673 0.4405 7.00 56000 0.1734
56100 0.6747 0.4394 7.00 56100 0.1737
56200 0.6689 0.4384 7.00 56200 0.1740
56300 0.6453 0.4374 7.00 56300 0.1743
56400 0.6525 0.4364 7.00 56400 0.1746
56500 0.6676 0.4354 7.00 56500 0.1749
56600 0.6855 0.4344 7.00 56600 0.1752
56700 0.6875 0.4334 7.00 56700 0.1755
56800 0.6810 0.4324 7.00 56800 0.1758
56900 0.6633 0.4314 7.00 56900 0.1761
57000 0.6756 0.4304 7.00 57000 0.1764
57100 0.6668 0.4294 7.00 57100 0.1768
57200 0.6538 0.4284 7.00 57200 0.1771
57300 0.6604 0.4274 7.00 57300 0.1774
57400 0.6375 0.4264 7.00 57400 0.1777
57500 0.6465 0.4254 7.00 57500 0.1780
Saved output ../../results/simpleds-output.txt
Saved policy ../../results/simpleds-policy.json
57600 0.6243 0.4244 7.00 57600 0.1783
57700 0.6055 0.4234 7.00 57700 0.1786
57800 0.6127 0.4224 7.00 57800 0.1789
57900 0.6390 0.4214 7.00 57900 0.1792
58000 0.6203 0.4204 7.00 58000 0.1795
58100 0.6320 0.4194 7.00 58100 0.1799
58200 0.6588 0.4184 7.00 58200 0.1802
58300 0.6521 0.4174 7.00 58300 0.1805
58400 0.6642 0.4164 7.00 58400 0.1808
58500 0.6741 0.4154 7.00 58500 0.1811
58600 0.6848 0.4144 7.00 58600 0.1814
58700 0.7148 0.4134 7.00 58700 0.1817
58800 0.7031 0.4124 7.00 58800 0.1820
58900 0.7019 0.4114 7.00 58900 0.1823
59000 0.7112 0.4104 7.00 59000 0.1826
59100 0.7053 0.4094 7.00 59100 0.1829
59200 0.6907 0.4084 7.00 59200 0.1833
59300 0.6868 0.4074 7.00 59300 0.1836
59400 0.6865 0.4064 7.00 59400 0.1839
59500 0.6540 0.4054 7.00 59500 0.1842
59600 0.6529 0.4044 7.00 59600 0.1845
59700 0.6548 0.4034 7.00 59700 0.1848
59800 0.6919 0.4024 7.00 59800 0.1851
59900 0.6687 0.4014 7.00 59900 0.1854
60000 0.6631 0.4004 7.00 60000 0.1857
Saved output ../../results/simpleds-output.txt
Saved policy ../../results/simpleds-policy.json
60100 0.6413 0.3994 7.00 60100 0.1860
60200 0.6208 0.3984 7.00 60200 0.1863
60300 0.6388 0.3974 7.00 60300 0.1867
60400 0.6360 0.3964 7.00 60400 0.1870
60500 0.6530 0.3954 7.00 60500 0.1873
60600 0.6557 0.3944 7.00 60600 0.1876
60700 0.6405 0.3934 7.00 60700 0.1879
60800 0.6028 0.3924 7.00 60800 0.1882
60900 0.6104 0.3914 7.00 60900 0.1885
61000 0.5876 0.3904 7.00 61000 0.1888
61100 0.6227 0.3894 7.00 61100 0.1891
61200 0.6237 0.3884 7.00 61200 0.1894
61300 0.6197 0.3874 7.00 61300 0.1897
61400 0.5888 0.3864 7.00 61400 0.1900
61500 0.5878 0.3854 7.00 61500 0.1903
61600 0.5698 0.3844 7.00 61600 0.1907
61700 0.5743 0.3834 7.00 61700 0.1910
61800 0.5928 0.3824 7.00 61800 0.1913
61900 0.5820 0.3814 7.00 61900 0.1916
62000 0.5854 0.3804 7.00 62000 0.1919
62100 0.5602 0.3794 7.00 62100 0.1922
62200 0.5787 0.3784 7.00 62200 0.1925
62300 0.5531 0.3774 7.00 62300 0.1928
62400 0.5627 0.3764 7.00 62400 0.1931
62500 0.5761 0.3754 7.00 62500 0.1934
Saved output ../../results/simpleds-output.txt
Saved policy ../../results/simpleds-policy.json
62600 0.6036 0.3744 7.00 62600 0.1938
62700 0.5958 0.3734 7.00 62700 0.1941
62800 0.5824 0.3724 7.00 62800 0.1944
62900 0.5954 0.3714 7.00 62900 0.1947
63000 0.5901 0.3704 7.00 63000 0.1950
63100 0.5944 0.3694 7.00 63100 0.1953
63200 0.5805 0.3684 7.00 63200 0.1956
63300 0.5942 0.3674 7.00 63300 0.1959
63400 0.6160 0.3664 7.00 63400 0.1963
63500 0.6030 0.3654 7.00 63500 0.1966
63600 0.6079 0.3644 7.00 63600 0.1969
63700 0.6031 0.3634 7.00 63700 0.1972
63800 0.5959 0.3624 7.00 63800 0.1975
63900 0.5872 0.3614 7.00 63900 0.1978
64000 0.5956 0.3604 7.00 64000 0.1981
64100 0.6160 0.3594 7.00 64100 0.1985
64200 0.6298 0.3584 7.00 64200 0.1988
64300 0.6406 0.3574 7.00 64300 0.1991
64400 0.6274 0.3564 7.00 64400 0.1994
64500 0.6380 0.3554 7.00 64500 0.1997
64600 0.6299 0.3544 7.00 64600 0.2000
64700 0.6630 0.3534 7.00 64700 0.2003
64800 0.6606 0.3524 7.00 64800 0.2007
64900 0.6899 0.3514 7.00 64900 0.2010
65000 0.7085 0.3504 7.00 65000 0.2013
Saved output ../../results/simpleds-output.txt
Saved policy ../../results/simpleds-policy.json
65100 0.6950 0.3494 7.00 65100 0.2016
65200 0.6934 0.3484 7.00 65200 0.2019
65300 0.6961 0.3474 7.00 65300 0.2022
65400 0.7240 0.3464 7.00 65400 0.2025
65500 0.7142 0.3454 7.00 65500 0.2029
65600 0.6874 0.3444 7.00 65600 0.2032
65700 0.6719 0.3434 7.00 65700 0.2035
65800 0.6856 0.3424 7.00 65800 0.2038
65900 0.6562 0.3414 7.00 65900 0.2041
66000 0.6362 0.3404 7.00 66000 0.2044
66100 0.6463 0.3393 7.00 66100 0.2047
66200 0.6359 0.3383 7.00 66200 0.2051
66300 0.6435 0.3373 7.00 66300 0.2054
66400 0.6406 0.3363 7.00 66400 0.2057
66500 0.6563 0.3353 7.00 66500 0.2060
66600 0.6890 0.3343 7.00 66600 0.2063
66700 0.6997 0.3333 7.00 66700 0.2066
66800 0.6929 0.3323 7.00 66800 0.2069
66900 0.7120 0.3313 7.00 66900 0.2073
67000 0.7404 0.3303 7.00 67000 0.2076
67100 0.7561 0.3293 7.00 67100 0.2079
67200 0.7753 0.3283 7.00 67200 0.2082
67300 0.7562 0.3273 7.00 67300 0.2085
67400 0.7529 0.3263 7.00 67400 0.2088
67500 0.7363 0.3253 7.00 67500 0.2091
Saved output ../../results/simpleds-output.txt
Saved policy ../../results/simpleds-policy.json
67600 0.7180 0.3243 7.00 67600 0.2095
67700 0.6941 0.3233 7.00 67700 0.2098
67800 0.6963 0.3223 7.00 67800 0.2101
67900 0.7058 0.3213 7.00 67900 0.2104
68000 0.6894 0.3203 7.00 68000 0.2107
68100 0.6671 0.3193 7.00 68100 0.2110
68200 0.6510 0.3183 7.00 68200 0.2113
68300 0.6526 0.3173 7.00 68300 0.2116
68400 0.6326 0.3163 7.00 68400 0.2120
68500 0.6294 0.3153 7.00 68500 0.2123
68600 0.6157 0.3143 7.00 68600 0.2126
68700 0.6247 0.3133 7.00 68700 0.2129
68800 0.6153 0.3123 7.00 68800 0.2132
68900 0.5657 0.3113 7.00 68900 0.2135
69000 0.5672 0.3103 7.00 69000 0.2138
69100 0.5821 0.3093 7.00 69100 0.2141
69200 0.6017 0.3083 7.00 69200 0.2145
69300 0.5984 0.3073 7.00 69300 0.2148
69400 0.5986 0.3063 7.00 69400 0.2151
69500 0.5866 0.3053 7.00 69500 0.2154
69600 0.6122 0.3043 7.00 69600 0.2157
69700 0.6136 0.3033 7.00 69700 0.2160
69800 0.6022 0.3023 7.00 69800 0.2163
69900 0.6185 0.3013 7.00 69900 0.2166
70000 0.6298 0.3003 7.00 70000 0.2170
Saved output ../../results/simpleds-output.txt
Saved policy ../../results/simpleds-policy.json
70100 0.6296 0.2993 7.00 70100 0.2173
70200 0.6081 0.2983 7.00 70200 0.2176
70300 0.6166 0.2973 7.00 70300 0.2179
70400 0.6249 0.2963 7.00 70400 0.2182
70500 0.6453 0.2953 7.00 70500 0.2185
70600 0.6177 0.2943 7.00 70600 0.2188
70700 0.6439 0.2933 7.00 70700 0.2191
70800 0.6794 0.2923 7.00 70800 0.2195
70900 0.6851 0.2913 7.00 70900 0.2198
71000 0.6727 0.2903 7.00 71000 0.2201
71100 0.6579 0.2893 7.00 71100 0.2204
71200 0.6808 0.2883 7.00 71200 0.2207
71300 0.6656 0.2873 7.00 71300 0.2210
71400 0.6557 0.2863 7.00 71400 0.2213
71500 0.6702 0.2853 7.00 71500 0.2217
71600 0.7154 0.2843 7.00 71600 0.2220
71700 0.7003 0.2833 7.00 71700 0.2223
71800 0.6888 0.2823 7.00 71800 0.2226
71900 0.7065 0.2813 7.00 71900 0.2229
72000 0.7182 0.2803 7.00 72000 0.2232
72100 0.7185 0.2793 7.00 72100 0.2235
72200 0.7024 0.2783 7.00 72200 0.2238
72300 0.7140 0.2773 7.00 72300 0.2242
72400 0.7215 0.2763 7.00 72400 0.2245
72500 0.7061 0.2753 7.00 72500 0.2248
Saved output ../../results/simpleds-output.txt
Saved policy ../../results/simpleds-policy.json
72600 0.6770 0.2743 7.00 72600 0.2251
72700 0.6974 0.2733 7.00 72700 0.2254
72800 0.7377 0.2723 7.00 72800 0.2257
72900 0.7351 0.2713 7.00 72900 0.2260
73000 0.7179 0.2703 7.00 73000 0.2264
73100 0.7200 0.2693 7.00 73100 0.2267
73200 0.7389 0.2683 7.00 73200 0.2270
73300 0.7481 0.2673 7.00 73300 0.2273
73400 0.7568 0.2663 7.00 73400 0.2276
73500 0.7597 0.2653 7.00 73500 0.2279
73600 0.7699 0.2643 7.00 73600 0.2282
73700 0.7616 0.2633 7.00 73700 0.2285
73800 0.7408 0.2623 7.00 73800 0.2289
73900 0.7422 0.2613 7.00 73900 0.2292
74000 0.7616 0.2603 7.00 74000 0.2295
74100 0.7866 0.2593 7.00 74100 0.2298
74200 0.8222 0.2583 7.00 74200 0.2301
74300 0.8302 0.2573 7.00 74300 0.2304
74400 0.8280 0.2563 7.00 74400 0.2307
74500 0.8452 0.2553 7.00 74500 0.2310
74600 0.8719 0.2543 7.00 74600 0.2314
74700 0.8615 0.2533 7.00 74700 0.2317
74800 0.8493 0.2523 7.00 74800 0.2320
74900 0.8725 0.2513 7.00 74900 0.2323
75000 0.8897 0.2503 7.00 75000 0.2326
Saved output ../../results/simpleds-output.txt
Saved policy ../../results/simpleds-policy.json
75100 0.8838 0.2493 7.00 75100 0.2329
75200 0.8481 0.2483 7.00 75200 0.2332
75300 0.8534 0.2473 7.00 75300 0.2336
75400 0.8573 0.2463 7.00 75400 0.2339
75500 0.8653 0.2453 7.00 75500 0.2342
75600 0.8371 0.2443 7.00 75600 0.2345
75700 0.8278 0.2433 7.00 75700 0.2348
75800 0.8646 0.2423 7.00 75800 0.2351
75900 0.8242 0.2413 7.00 75900 0.2354
76000 0.8090 0.2403 7.00 76000 0.2358
76100 0.8310 0.2392 7.00 76100 0.2361
76200 0.8339 0.2382 7.00 76200 0.2364
76300 0.8032 0.2372 7.00 76300 0.2367
76400 0.7858 0.2362 7.00 76400 0.2370
76500 0.7772 0.2352 7.00 76500 0.2373
76600 0.7739 0.2342 7.00 76600 0.2377
76700 0.7817 0.2332 7.00 76700 0.2380
76800 0.7777 0.2322 7.00 76800 0.2383
76900 0.8116 0.2312 7.00 76900 0.2386
77000 0.7965 0.2302 7.00 77000 0.2389
77100 0.7554 0.2292 7.00 77100 0.2392
77200 0.7552 0.2282 7.00 77200 0.2395
77300 0.7746 0.2272 7.00 77300 0.2399
77400 0.7767 0.2262 7.00 77400 0.2402
77500 0.7527 0.2252 7.00 77500 0.2405
Saved output ../../results/simpleds-output.txt
Saved policy ../../results/simpleds-policy.json
77600 0.7794 0.2242 7.00 77600 0.2408
77700 0.7849 0.2232 7.00 77700 0.2411
77800 0.7343 0.2222 7.00 77800 0.2414
77900 0.6915 0.2212 7.00 77900 0.2417
78000 0.6996 0.2202 7.00 78000 0.2421
78100 0.6825 0.2192 7.00 78100 0.2424
78200 0.6847 0.2182 7.00 78200 0.2427
78300 0.6894 0.2172 7.00 78300 0.2430
78400 0.6698 0.2162 7.00 78400 0.2433
78500 0.6724 0.2152 7.00 78500 0.2436
78600 0.6674 0.2142 7.00 78600 0.2439
78700 0.6794 0.2132 7.00 78700 0.2442
78800 0.7071 0.2122 7.00 78800 0.2446
78900 0.7351 0.2112 7.00 78900 0.2449
79000 0.7243 0.2102 7.00 79000 0.2452
79100 0.7487 0.2092 7.00 79100 0.2455
79200 0.7375 0.2082 7.00 79200 0.2458
79300 0.7484 0.2072 7.00 79300 0.2461
79400 0.7884 0.2062 7.00 79400 0.2464
79500 0.7881 0.2052 7.00 79500 0.2468
79600 0.7712 0.2042 7.00 79600 0.2471
79700 0.7466 0.2032 7.00 79700 0.2474
79800 0.7521 0.2022 7.00 79800 0.2477
79900 0.7496 0.2012 7.00 79900 0.2480
80000 0.7818 0.2002 7.00 80000 0.2483
Saved output ../../results/simpleds-output.txt
Saved policy ../../results/simpleds-policy.json
80100 0.7703 0.1992 7.00 80100 0.2486
80200 0.7526 0.1982 7.00 80200 0.2490
80300 0.7677 0.1972 7.00 80300 0.2493
80400 0.7448 0.1962 7.00 80400 0.2496
80500 0.7514 0.1952 7.00 80500 0.2499
80600 0.7526 0.1942 7.00 80600 0.2502
80700 0.7380 0.1932 7.00 80700 0.2505
80800 0.7180 0.1922 7.00 80800 0.2508
80900 0.7133 0.1912 7.00 80900 0.2512
81000 0.6843 0.1902 7.00 81000 0.2515
81100 0.7104 0.1892 7.00 81100 0.2518
81200 0.7306 0.1882 7.00 81200 0.2521
81300 0.6619 0.1872 7.00 81300 0.2524
81400 0.6781 0.1862 7.00 81400 0.2527
81500 0.6944 0.1852 7.00 81500 0.2531
81600 0.7216 0.1842 7.00 81600 0.2534
81700 0.7274 0.1832 7.00 81700 0.2537
81800 0.7305 0.1822 7.00 81800 0.2540
81900 0.7446 0.1812 7.00 81900 0.2543
82000 0.7545 0.1802 7.00 82000 0.2546
82100 0.7611 0.1792 7.00 82100 0.2549
82200 0.7670 0.1782 7.00 82200 0.2553
82300 0.7909 0.1772 7.00 82300 0.2556
82400 0.7969 0.1762 7.00 82400 0.2559
82500 0.7844 0.1752 7.00 82500 0.2562
Saved output ../../results/simpleds-output.txt
Saved policy ../../results/simpleds-policy.json
82600 0.7315 0.1742 7.00 82600 0.2565
82700 0.7389 0.1732 7.00 82700 0.2568
82800 0.7377 0.1722 7.00 82800 0.2571
82900 0.7376 0.1712 7.00 82900 0.2575
83000 0.7422 0.1702 7.00 83000 0.2578
83100 0.7166 0.1692 7.00 83100 0.2581
83200 0.6807 0.1682 7.00 83200 0.2584
83300 0.6961 0.1672 7.00 83300 0.2587
83400 0.6851 0.1662 7.00 83400 0.2590
83500 0.6810 0.1652 7.00 83500 0.2593
83600 0.7309 0.1642 7.00 83600 0.2596
83700 0.7285 0.1632 7.00 83700 0.2600
83800 0.7051 0.1622 7.00 83800 0.2603
83900 0.7271 0.1612 7.00 83900 0.2606
84000 0.7267 0.1602 7.00 84000 0.2609
84100 0.7496 0.1592 7.00 84100 0.2612
84200 0.7702 0.1582 7.00 84200 0.2615
84300 0.7666 0.1572 7.00 84300 0.2619
84400 0.7617 0.1562 7.00 84400 0.2622
84500 0.7856 0.1552 7.00 84500 0.2625
84600 0.7511 0.1542 7.00 84600 0.2628
84700 0.7539 0.1532 7.00 84700 0.2631
84800 0.7852 0.1522 7.00 84800 0.2634
84900 0.7731 0.1512 7.00 84900 0.2637
85000 0.7654 0.1502 7.00 85000 0.2641
Saved output ../../results/simpleds-output.txt
Saved policy ../../results/simpleds-policy.json
85100 0.7488 0.1492 7.00 85100 0.2644
85200 0.7682 0.1482 7.00 85200 0.2647
85300 0.7515 0.1472 7.00 85300 0.2650
85400 0.7529 0.1462 7.00 85400 0.2653
85500 0.7272 0.1452 7.00 85500 0.2656
85600 0.7417 0.1442 7.00 85600 0.2659
85700 0.7461 0.1432 7.00 85700 0.2663
85800 0.7530 0.1422 7.00 85800 0.2666
85900 0.7348 0.1412 7.00 85900 0.2669
86000 0.7303 0.1402 7.00 86000 0.2672
86100 0.7424 0.1391 7.00 86100 0.2675
86200 0.7379 0.1381 7.00 86200 0.2678
86300 0.7697 0.1371 7.00 86300 0.2681
86400 0.7773 0.1361 7.00 86400 0.2685
86500 0.7931 0.1351 7.00 86500 0.2688
86600 0.7851 0.1341 7.00 86600 0.2691
86700 0.7737 0.1331 7.00 86700 0.2694
86800 0.7528 0.1321 7.00 86800 0.2697
86900 0.7978 0.1311 7.00 86900 0.2700
87000 0.7890 0.1301 7.00 87000 0.2703
87100 0.7482 0.1291 7.00 87100 0.2707
87200 0.7254 0.1281 7.00 87200 0.2710
87300 0.7277 0.1271 7.00 87300 0.2713
87400 0.7328 0.1261 7.00 87400 0.2716
87500 0.7068 0.1251 7.00 87500 0.2719
Saved output ../../results/simpleds-output.txt
Saved policy ../../results/simpleds-policy.json
87600 0.7108 0.1241 7.00 87600 0.2722
87700 0.7338 0.1231 7.00 87700 0.2725
87800 0.7220 0.1221 7.00 87800 0.2729
87900 0.6925 0.1211 7.00 87900 0.2732
88000 0.7087 0.1201 7.00 88000 0.2735
88100 0.7140 0.1191 7.00 88100 0.2738
88200 0.7333 0.1181 7.00 88200 0.2741
88300 0.7141 0.1171 7.00 88300 0.2744
88400 0.7025 0.1161 7.00 88400 0.2747
88500 0.7674 0.1151 7.00 88500 0.2751
88600 0.7771 0.1141 7.00 88600 0.2754
88700 0.7715 0.1131 7.00 88700 0.2757
88800 0.7745 0.1121 7.00 88800 0.2760
88900 0.7654 0.1111 7.00 88900 0.2763
89000 0.7410 0.1101 7.00 89000 0.2766
89100 0.7581 0.1091 7.00 89100 0.2769
89200 0.7402 0.1081 7.00 89200 0.2773
89300 0.7405 0.1071 7.00 89300 0.2776
89400 0.7364 0.1061 7.00 89400 0.2779
89500 0.7047 0.1051 7.00 89500 0.2782
89600 0.6884 0.1041 7.00 89600 0.2785
89700 0.6730 0.1031 7.00 89700 0.2788
89800 0.6816 0.1021 7.00 89800 0.2792
89900 0.6879 0.1011 7.00 89900 0.2795
90000 0.7098 0.1001 7.00 90000 0.2798
Saved output ../../results/simpleds-output.txt
Saved policy ../../results/simpleds-policy.json
90100 0.7169 0.0991 7.00 90100 0.2801
90200 0.7585 0.0981 7.00 90200 0.2804
90300 0.7604 0.0971 7.00 90300 0.2807
90400 0.7658 0.0961 7.00 90400 0.2810
90500 0.7700 0.0951 7.00 90500 0.2813
90600 0.7782 0.0941 7.00 90600 0.2816
90700 0.7892 0.0931 7.00 90700 0.2820
90800 0.8102 0.0921 7.00 90800 0.2823
90900 0.8121 0.0911 7.00 90900 0.2826
91000 0.7949 0.0901 7.00 91000 0.2829
91100 0.8057 0.0891 7.00 91100 0.2832
91200 0.7754 0.0881 7.00 91200 0.2835
91300 0.8005 0.0871 7.00 91300 0.2838
91400 0.7830 0.0861 7.00 91400 0.2842
91500 0.7892 0.0851 7.00 91500 0.2845
91600 0.7974 0.0841 7.00 91600 0.2848
91700 0.7926 0.0831 7.00 91700 0.2851
91800 0.7794 0.0821 7.00 91800 0.2854
91900 0.7540 0.0811 7.00 91900 0.2857
92000 0.7663 0.0801 7.00 92000 0.2860
92100 0.7270 0.0791 7.00 92100 0.2863
92200 0.7500 0.0781 7.00 92200 0.2867
92300 0.7457 0.0771 7.00 92300 0.2870
92400 0.7551 0.0761 7.00 92400 0.2873
92500 0.7427 0.0751 7.00 92500 0.2876
Saved output ../../results/simpleds-output.txt
Saved policy ../../results/simpleds-policy.json
92600 0.7774 0.0741 7.00 92600 0.2879
92700 0.7791 0.0731 7.00 92700 0.2882
92800 0.7779 0.0721 7.00 92800 0.2885
92900 0.8158 0.0711 7.00 92900 0.2888
93000 0.8346 0.0701 7.00 93000 0.2892
93100 0.8771 0.0691 7.00 93100 0.2895
93200 0.8603 0.0681 7.00 93200 0.2898
93300 0.8374 0.0671 7.00 93300 0.2901
93400 0.8705 0.0661 7.00 93400 0.2904
93500 0.8591 0.0651 7.00 93500 0.2907
93600 0.8278 0.0641 7.00 93600 0.2910
93700 0.8402 0.0631 7.00 93700 0.2913
93800 0.8562 0.0621 7.00 93800 0.2916
93900 0.8288 0.0611 7.00 93900 0.2919
94000 0.8319 0.0601 7.00 94000 0.2923
94100 0.8369 0.0591 7.00 94100 0.2926
94200 0.8640 0.0581 7.00 94200 0.2929
94300 0.9042 0.0571 7.00 94300 0.2932
94400 0.8965 0.0561 7.00 94400 0.2935
94500 0.8983 0.0551 7.00 94500 0.2938
94600 0.8614 0.0541 7.00 94600 0.2941
94700 0.8182 0.0531 7.00 94700 0.2944
94800 0.8017 0.0521 7.00 94800 0.2947
94900 0.7961 0.0511 7.00 94900 0.2950
95000 0.7412 0.0501 7.00 95000 0.2954
Saved output ../../results/simpleds-output.txt
Saved policy ../../results/simpleds-policy.json
95100 0.6803 0.0491 7.00 95100 0.2957
95200 0.6385 0.0481 7.00 95200 0.2960
95300 0.6058 0.0471 7.00 95300 0.2963
95400 0.6237 0.0461 7.00 95400 0.2966
95500 0.6162 0.0451 7.00 95500 0.2969
95600 0.6150 0.0441 7.00 95600 0.2972
95700 0.6217 0.0431 7.00 95700 0.2975
95800 0.6385 0.0421 7.00 95800 0.2978
95900 0.6751 0.0411 7.00 95900 0.2981
96000 0.7037 0.0401 7.00 96000 0.2985
96100 0.7402 0.0390 7.00 96100 0.2988
96200 0.7285 0.0380 7.00 96200 0.2991
96300 0.7303 0.0370 7.00 96300 0.2994
96400 0.6954 0.0360 7.00 96400 0.2997
96500 0.7213 0.0350 7.00 96500 0.3000
96600 0.7508 0.0340 7.00 96600 0.3003
96700 0.7418 0.0330 7.00 96700 0.3006
96800 0.7019 0.0320 7.00 96800 0.3009
96900 0.6457 0.0310 7.00 96900 0.3013
97000 0.6338 0.0300 7.00 97000 0.3016
97100 0.5899 0.0290 7.00 97100 0.3019
97200 0.6019 0.0280 7.00 97200 0.3022
97300 0.5957 0.0270 7.00 97300 0.3025
97400 0.5650 0.0260 7.00 97400 0.3028
97500 0.5010 0.0250 7.00 97500 0.3031
Saved output ../../results/simpleds-output.txt
Saved policy ../../results/simpleds-policy.json
97600 0.4661 0.0240 7.00 97600 0.3034
97700 0.4747 0.0230 7.00 97700 0.3037
97800 0.4659 0.0220 7.00 97800 0.3041
97900 0.5173 0.0210 7.00 97900 0.3044
98000 0.5658 0.0200 7.00 98000 0.3047
98100 0.6227 0.0190 7.00 98100 0.3050
98200 0.6413 0.0180 7.00 98200 0.3053
98300 0.6557 0.0170 7.00 98300 0.3056
98400 0.7115 0.0160 7.00 98400 0.3059
98500 0.7754 0.0150 7.00 98500 0.3062
98600 0.8026 0.0140 7.00 98600 0.3065
98700 0.8393 0.0130 7.00 98700 0.3068
98800 0.8931 0.0120 7.00 98800 0.3072
98900 0.8816 0.0110 7.00 98900 0.3075
99000 0.8647 0.0100 7.00 99000 0.3078
99100 0.8717 0.0090 7.00 99100 0.3081
99200 0.8724 0.0080 7.00 99200 0.3084
99300 0.8675 0.0070 7.00 99300 0.3087
99400 0.8562 0.0060 7.00 99400 0.3090
99500 0.8676 0.0050 7.00 99500 0.3093
99600 0.8974 0.0040 7.00 99600 0.3097
99700 0.9212 0.0030 7.00 99700 0.3100
99800 0.9146 0.0020 7.00 99800 0.3103
99900 0.9216 0.0010 7.00 99900 0.3106
100000 0.9277 0.0001 7.00 100000 0.3109
Saved output ../../results/simpleds-output.txt
Saved policy ../../results/simpleds-policy.json
Connexion closed!
